Freddie Dredd,Freddie Dredd - Opaul,"[Chorus]
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não

[Verse]
Give me all your money, give me all your shit
I ain't playin' games, mane, you's a fuckin' lame
Freddie creepin', don't know why
This a stickup, now you die
Ain't no time to stay alive, murder once you feel alive
Bitch, you know I got it, come and get it
Come back with the heat, bitch, you better get ready
Ya big bitch is scared, shakin' like he ain't aware
Smokin' hella strong, you can smell it in my hair
I will never stop smokin' dope, gives me fuckin' hope
Can you come and guess? Bitches flex, ain't no fuckin' test
Goin' down south with the blunt in my mouth
I just copped a one way, leave today, it ain't the same
Why the fuck you tryna play? I ain't playin' any games
I'm just strugglin' all alone, do not try to hit my phone
Players runnin', knuckle up, 'bout to test my fuckin' nuts
Stab 'em once or stab 'em twice, murder is so fuckin' nice

[Outro]
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não
Oh, David, não, vai não
Agora que esse som tá ficando bom
David, não, vai não
Oh, David, não, vai não"
"OG Loc, DJ Pooh",GTA San Andreas Theme Song Full ! !,Lyrics not found
Issam Alnajjar,Hadal ahbek,"[Intro: Issam Alnajjar]
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, pa-ra, pa-ra, pa-ra
Pa-pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra

[Verse 1: Ali Gatie]
Froze the room when you walked in
Everybody stopped talking
Love the way that you move
Wanna get to know you, we could rendezvous
Blurry-eyed, I can't see straight
Falling hard, I'm off my face
Never gonna come down when you're turnin' me up

[Chorus: Issam Alnajjar]
You're turnin' me up, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra
You're turnin' me up, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra

[Post-Chorus: Ali Gatie]
No one gets me high like you, high like you
No one, no one gets me high like you
You're turnin' me up, babe, you're turnin' me
No one gets me high like you, high like you
No one, no one gets me high like you
You're turnin' me up, babe, you're turnin' me

[Verse 2: Issam Alnajjar]
Sending texts in the moonlight
We're just lookin' for good nights
It's too late to go out, so
I'm thinkin' 'bout you and a rendezvous
I say, ""We should go my place""
Call me when you're outside, babe
Days been turnin' me down when you're turnin' me up
Hetti rasek a'l makhadeh
Joua albi ma fi adek
Loono abyad howe albek
Ma hada zayek
Yooma sho aajabni raddeek
Ana dayman ha dalni janbek
Law kano kollom deddek
Hadal ahebek

[Chorus: Issam Alnajjar]
You're turnin' me up, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra
You're turnin' me up, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra

[Post-Chorus: Ali Gatie]
No one gets me high like you, high like you
No one, no one gets me high like you
You're turnin' me up, babe, you're turnin' me
No one gets me high like you, high like you
No one, no one gets me high like you
You're turnin' me up, babe, you're turnin' me

[Outro: Issam Alnajjar]
Up, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra
Hadal ahebek, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa, pa-ra, pa-ra, pa-ra
Pa-pa, ra-ra
Hadal ahebek"
(This seems like a fan-made mashup or a humorous concept),Harry Potter - The Ultimate Indian Theme,Lyrics not found
Imagine Dragons,Imagine Dragons - Believer,"[Verse 1]
First things first
I'ma say all the words inside my head
I'm fired up and tired of
The way that things have been, oh-ooh
The way that things have been, oh-ooh

[Verse 2]
Second things second
Don't you tell me what you think that I could be
I'm the one at the sail
I'm the master of my sea, oh-ooh
The master of my sea, oh-ooh

[Pre-Chorus]
I was broken from a young age
Taking my sulkin' to the masses
Writing my poems for the few
That look at me, took to me, shook at me, feelin' me
Singing from heartache from the pain
Taking my message from the veins
Speaking my lesson from the brain
Seeing the beauty through the...

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer

[Verse 3]
Third things third
Send a prayer to the ones up above
All the hate that you've heard
Has turned your spirit to a dove, oh-ooh
Your spirit up above, oh-ooh

[Pre-Chorus]
I was chokin' in the crowd
Building my rain up in the cloud
Falling like ashes to the ground
Hoping my feelings, they would drown
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like…

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer

[Verse 4]
Last things last
By the grace of the fire and the flames
You're the face of the future
The blood in my veins, oh-ooh
The blood in my veins, oh-ooh

[Pre-Chorus]
But they never did, ever lived, ebbin' and flowin'
Inhibited, limited 'til it broke open and rained down
It rained down, like…

[Chorus]
Pain! You made me a, you made me a
Believer, believer
Pain! You break me down, you build me up
Believer, believer
Pain! Oh, let the bullets fly, oh, let them rain
My life, my love, my drive, it came from…
Pain! You made me a, you made me a
Believer, believer"
Imagine Dragons,Imagine Dragons - Thunder,"[Verse 1]
Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things and
Wanna leave my own life behind
Not a ""Yes, sir,"" not a follower
Fit the box, fit the mold, have a seat
In the foyer, take a number
I was lightning before the thunder

[Pre-Chorus]
Thunder, thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder

[Chorus]
Thunder, feel the thunder
Lightning, then the thunder
Thunder, feel the thunder
Lightning, then the thunder, thunder, thunder
Thunder

[Verse 2]
Kids were laughin' in my classes
While I was schemin' for the masses
Who do you think you are?
Dreaming 'bout being a big star
They say, ""You're basic,"" they say, ""You're easy""
You're always riding in the backseat
Now I'm smilin' from the stage while
You were clappin' in the nosebleeds

[Pre-Chorus]
Thunder, thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder

[Chorus]
Thunder, feel the thunder
Lightning, then the thunder
Thunder, feel the thunder
Lightning, then the thunder, thunder

[Bridge]
Thunder, feel the thunder
Lightning, then the thunder, thunder

[Chorus]
Thunder, feel the thunder
Lightning, then the thunder, thunder
Thunder, feel the thunder
Lightning, then the thunder, thunder
Thunder, feel the thunder (Never give up, never give up)
Lightning, then the thunder, thunder (Never give up on your dreams)
Thunder, feel the thunder (Never give up, never give up)
Lightning, then the thunder, thunder (Never give up on your dreams)

[Outro]
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder (Woo)
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder
Thunder, thunder, thun—
Thunder, th-th-thunder, thunder"
Rabindranath Tagore,Jana Gana Mana (India’s National Anthem),"[Verse]
जन-गण-मन अधिनायक जय हे
भारत  भाग्य विधाता
पंजाब,  सिन्धु, गुजरात, मराठा
द्रविड, उत्कल, बङ्ग
विंध्य हिमाचल यमुना गंगा
उच्छल  जलधि तरंग
तब  शुभ नामे जागे
तब शुभ आशिष माँगे
गाहे  तब जय गाथा
जन-गण-मंगलदायक जय हे
भारत भाग्य विधाता

[Outro]
जय हे, जय हे, जय हे
जय,  जय, जय, जय हे"
Isyan Tetick,Patlamaya Devam,"[""Patlamaya Devam"" için şarkı sözleri]

[Giriş: Timur Acar]
Hastasıyız, dede, off!
(Evet, ampirikukalar!)
(Ver oğlum müziği!)

[Nakarat]
Ses ver Adana, zirveden selam
Durmak yok, homie, patlamaya devam
Yok bundan sonra size sigara filan
Uçuyor yıldızlara müptezel bayan

[Köprü]
(Ses ver Adana zirveden selam)
(Durmak yok, homie, patlamaya devam)
(Yok bundan sonra size sigara filan)
(Uçuyor yıldızlara müptezel bayan)

[Verse]
Harmanım, baba, ner'de çarşafım?
Gördüğün bu paketler benim dermanım
Hoppa! Yavaşça açıldı fermanım
Sakın kaçma, buraya gel la kezbanım
Adana çocuğu, aga, şehrimin delisi
Olay büyük, kardeş, mevzu kendisi
Plaka 01, korkumuz tinne
Yazmak için yine yuttun bence
Hеy torbacı, bana versene borç
Olmaz Ramo, valla malları pеşin satıyoruz
Bu yüzden babamın cüzdanını çalıyoruz
Akşam olunca dayak yemeye başlıyoruz
Ben yazınca, mugo, neşemiz yerinde
Siz ayrı tripte, bense düşüşte
Halis görüyorum ben bu sahnede
Kaç paket sigara bitti lan o kahvelerde?
Hapı yutmayınca dönmüyo' tekeri
Tribe sokma beni, sikerim ebeni
Gidin Heijan abinize selam söyleyin
Tahtını sikiyorum, ben de böyleyim
Demiş ""'Adana Merkez'in sözler çalıntı""
Moruk, kim kimden yaptı alıntı?
O şişko menajerin, ona söylüyorum
Diss atmadan önce adam gibi uyarıyorum
Sevenlerim bana şimdi desin ""Eri""
Ben o söze oluyorum sanki deli
Bize bulaşmayın, biz de vites atmayız geri
Bize diss atanlara (Atıyoruz seri)
Sek rakı yok dayı, hani bize sigara?
Memurlar geliyo'; yat yere, yat, yat!,
Nezarete düştü, al bi' sigara yak
On dak'ka sonra, baba, ifaden alınacak
Sokakta yine siren sesleri
Mic başında tetikçi, kaldır elleri!
Kopmaya devam, baba, ayık bizleri!
İtinayla yazıyoruz, evet, sizleri
Ders matematik, baba, kafam trilyon
Bana soru sormayın, ben hiç bilmiyo'm
Ben ner'de olduğumu bi' an şaşırıyo'm
Hocam diyo ""Evladım gel, sen kaşınıyo'n!""
(Bi' yetmişlik daha, bu çocuk da' olmadı)
Kafası güzelken banka soymadı
Bu olay bitmedi, mevzu olmadı
Bi' sigara çözün bana, neşem kalmadı

[Nakarat]
Ses ver Adana, zirveden selam
Durmak yok, homie, patlamaya devam
Yok bundan sonra size sigara filan
Uçuyor yıldızlara müptezel bayan

[Çıkış]
K.O
İsyan Tetick
Burası Adana Seyhan
Yükselen Sesler Records
Burası Sarıhamzalı
Yeah, yeah, yeah
Bedo, gene getir hacım amınako─"
Jarico,Jarico - Landscape [NCS BEST OF],Instrumental
Julius Dreisig & Zeus X Crona,Julius Dreisig & Zeus X Crona - Invisible [NCS Release],Instrumental
WolfSpirit,KGF REMIX | WolfSpirit | 2020,Instrumental
Ravi Basrur,KGF Don Bgm,Instrumental
Kina ft. Adriana Proenza,Kina - Can We Kiss Forever? ft. Adriana Proenza,"[Deutscher Songtext zu âCan We Kiss Forever?â]

[Strophe 1]
Ich hab' versucht dich zu erreichen, ich kann nicht verstecken
Wie stark das GefÃ¼hl ist, wenn wir durch
Den Ozean meines Verstands tauchen
Meine Wunden heilen mit dem Salz
All meine Sinne sind verschÃ¤rft
Wann auch immer, du und ich, durch
Den Ozean meines Verstands tauchen
Aber am Ende ertrinke ich
Du drÃ¼ckst mich runter, runter
(Du drÃ¼ckst mich runter, runter)
(Du drÃ¼ckst mich runter, runter)

[Instrumental]

[Strophe 2]
All die Schande
Als du meinen Namen gerufen hast
Habe Schmerz gespÃ¼rt
Als du kamst

[Instrumental]"
(Instrumental),Krishna Flute Music For Positive Energy RELAXING MUSIC YOUR Mind Beautiful Music For A New Day,Instrumental
(Instrumental),Krishna Flute Music For Positive Energy RELAXING MUSIC YOUR Mind Beautiful Music For A New Day,Instrumental
Lil Nas X,Lil Nas X - MONTERO (Call Me By Your Name) (Official Video),"[Verse 1]
I caught it bad yesterday
You hit me with a call to your place
Ain't been out in a while anyway
Was hopin' I could catch you throwin' smiles in my face
Romantic talkin'? You don't even have to try
You're cute enough to fuck with me tonight
Lookin' at the table, all I see is weed and white
Baby, you livin' the life, but nigga, you ain't livin' right

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

[Post-Chorus]
Mm, mm, mm
Mm, mm, mm

[Verse 2]
Ayy, ayy
I wanna sell what you're buyin'
I wanna feel on your ass in Hawaii
I want that jet lag from fuckin' and flyin'
Shoot a child in your mouth while I'm ridin'
Oh, oh, oh, why me?
A sign of the times every time that I speak
A dime and a nine, it was mine every week
What a time, an incline, God was shinin' on me
Now I can't leave
And now I'm actin' hella elite
Never want the niggas that's in my league
I wanna fuck the ones I envy, I envy

[Pre-Chorus]
Cocaine and drinkin' with your friends
You live in the dark, boy, I cannot pretend
I'm not fazed, only here to sin
If Eve ain't in your garden, you know that you can

[Chorus]
Call me when you want, call me when you need
Call me in the morning, I'll be on the way
Call me when you want, call me when you need
Call me out by your name, I'll be on the way like

[Post-Chorus]
Oh, call me by your name (Mm, mm, mm)
Tell me you love me in private
Call me by your name (Mm, mm, mm)
I do not care if you're lyin'

[Outro]
Uh, well, I'm just feeling, mm-uh
I wanna get, mm-uh
I'm in my, into my, uh, I'm, mm
Mm, I'm still money, mm-mm, ooh"
Linkin Park (remixed by Mellen Gi & Tommee Profitt),Linkin Park - In The End (Mellen Gi & Tommee Profitt Remix),"Why did you left ?
And left me alone
My love
It hurts me
Outside is cold
And all it´s over
Since you left me
Outside is cold
And all it´s over
Since you left me
I remember when you said
That you only have me
You have me
My love
And now everything is dashed
From me you left
Why did you left...and left me alone?
Outside is cold
And all it´s over
Since you left me
Outside is cold
And all it´s over
Since you left me
You didn't want to understand me
And was easier for you to leave me
Why did you left ? My love !
Everything is wilderness around me
And i see only your face
Why did you left ? My love !
Outside is cold
And all it´s over
Since you left me
Outside is cold
And all it´s over
Since you left me
Outside is cold
And all it´s over
Since you left me
@  Pakistaneo"
Masked Wolf,Masked Wolf - Astronaut In The Ocean (Official Music Video),"[Intro]
Astronaut

[Chorus]
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean

[Verse 1]
She say that I'm cool (Damn straight)
I'm like, ""Yeah, that's true"" (That's true)
I believe in G-O-D (Ayy)
Don't believe in T-H-O-T
She keep playing me dumb, uh (Play me)
I'ma play her for fun (Uh-huh)
Y'all don't really know my mental
Let me give you the picture like stencil
Fallin' out in a drought
No flow, rain wasn't pourin' down (Pourin' down)
See, that pain was all around
See, my mode was kinda lounged
Didn't know which, which way to turn
Flow was cool, but I still felt burnt
Energy up, you can feel my surge
I'ma kill everything like this purge (Ayy)

[Bridge]
Let's just get this straight for a second, I'ma work (Yuh)
Even if I don't get paid for progression, I'ma get it (Uh, get it)
Everything that I do is electric (Ayy)
I'ma keep it in a motion, keep it movin' like kinetic, ayy (Yeah, yeah, yeah, yeah, yeah)

[Verse 2]
Put this shit in a frame, better know I don't blame
Everything that I say, man, I seen you deflate
Let me elevate, this ain't a prank
Have you walkin' on a plank, li-li-li-li-like
Both hands together, God, let me pray (Now let me pray), uh
I've been goin' right, right around, call that relay (Masked Wolf)
Pass the baton, back and I'm on
Swimmin' in the pool, Kendrick Lamar, uh (Ayy)
Want a piece of this, a piece of mine, my peace a sign
Can you please read between the lines?
My rhyme's inclined to break your spine (Spine)
They say that I'm so fine (Fine)
You could never match my grind (True)
Please do not, not waste my time (Wolf)

[Chorus]
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean, ayy
What you know about rollin' down in the deep?
When your brain goes numb, you can call that mental freeze
When these people talk too much, put that shit in slow motion, yeah
I feel like an astronaut in the ocean"
Anirudh Ravichander,Master - Vaathi Coming Video | Thalapathy Vijay | Anirudh Ravichander | Lokesh Kanagaraj,"Haan, Han Han Han Han
Hak Han Hak Han
Ei Enna Da Idhu
Sappa Beatu Koluthungada
Aah Maja Pa Maja Pa
Idhan Idhan Idhan Idhan

Ei Idi Da Vanga Da
Eh Vathi Coming Oththu, Ah Ah
Ei Oththu, Dhakka Dhunna
Dompa Dompa, Hoi
Anna Vandha Atom Bombu, Dummu

Pilu Pilu Pilu Pillami
Pilu Pilu Pilu Aai
Pilu Pilu Pilu Pillami
Pilu Pilu Pilu Eeey
Pilu Pilu Pilu Pilammi
Pilu Pilu Pilu Pilammi
Pilu Pilu Pilu Pilu Pilu Pilu
Vathi Coming Oththu

Oorragara Katte
Ei Tarukkula Triple-U Vutta
Salipila Silpi Thotta
Thogurula Thagara Vutta
Paguru Aguruthan


Silkila Silki Vutta
Kilpula Salttu Thotta
Bijilila Bilpi Vutta
Jettak Jarukkun Than

Aiyo
Peratti Solle Peratti Solle

Dumukku Duma Dumukku Duma
Anna Peratti Vudu Sedhara Vudu, Oththe
Aiyo

Anna Vandha Atom Bombu, Dummu
Anna Peratti Vudu Sedhara Vudu
Vathi Coming oththe
Pilu Pilu Pilu Pilammi
Pilu Pilu Pilu Pilammi
Pilu Pilu Pilu Pilammi, Ai Chee"
Various artists (depends on the specific version),Naruto Soundtrack - Naruto Main Theme,Instrumental
Various artists (depends on the specific version),Naruto Theme - The Raising Fighting Spirit,Instrumental
Jack Stauber - Buttercup,MV | Jack Stauber - Buttercup,"[Intro]
(Won't you get out of my head?)
(Electrify my golden tooth)

[Verse 1]
Forget it, I'll do it sometime, ooh
I'm locked up on the button
Can't you do it sometime?
Pushed it in too far, oh

[Pre-Chorus]
Fine, electrify mine, oh
Electrify my golden tooth
Can't look at your eyes
Without sparking some...

[Chorus]
Electrify my heart-art-art-art-art-art-oh-ooh-ooh
Electrify my heart-art-art-art-art-art-oh-ooh-ooh
(Yeah, haha)

[Verse 2]
(Yeah)
Surprise, I'm in the same time, o-ah
Beneath the same sun (Oh, yeah)
Oh, man, you cut me to size (Ow)
My little buttercup (That hurt)

[Pre-Chorus]
Fine, electrify mine
Electrify my golden tooth
Can't look at those eyes
Without sparking some...

[Chorus]
Electrify my heart-art-art-art-art-art-oh-ooh-ooh
Electrify my heart-art-art-art-art-art-oh-ooh-ooh
Electrify my heart-art-art-art-art-art-oh-ooh-ooh
Electrify my heart-art-art-art-art-art-oh-ooh-ooh

[Outro]
(Oh)
(Please, so)
(Ple—)"
Namika,Namika - Kompliziert (Beatgees Single Mix),"[Songtext zu âKompliziert (Beatgees Single Mix)â]

[Intro]
Ey, ey, e-ey, ey

[Strophe 1]
Ich sag' nein und du verstehst ja
Verdrehst den Sinn, egal, was ich sag'
Wenn du es nicht checkst, dann frag nochmal nach
Als ob das so schwer ist
Ich steh' im Bad, du klopfst an die TÃ¼r
âLebst du noch, ist was passiert?
Ich warte schon 'ne Ewigkeit hier
Wie lang machst du dich fertig?â
âNicht mehr lang, nur noch die Haare
Bin gleich da, was soll das Gefrage?
Ich mach' das auch fÃ¼r dich, also warte
Und dir gefÃ¤llt's, also nerv nichtâ

[Refrain]
Doch heute ist dein GlÃ¼ckstag, ich hab' ein WÃ¶rterbuch fÃ¼r dich
Ich bin nicht kompliziert, du verstehst mich nur nicht
Da ist Ðµin groÃes FragezeichÐµn, direkt in dei'm Gesicht
Ich bin nicht kompliziert, du verstehst mich nur nicht

[Post-Refrain]
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da (Ey-ey)

[Strophe 2]
Ich sag' ja und du verstehst nein
ErzÃ¤hl' dir was, du redest mir rein
Wie willst du versteh'n, was ich mein'
Wenn du mir nicht zuhÃ¶rst?
Vor unsern Freunden Ã¤ffst du mich nach
âKomm schon, Babe, ich mach' doch nur SpaÃâ
Viel'n Dank fÃ¼r dein'n Kommentar
Glaubst du echt, dass das cool wirkt?
Vor den Leuten machst du auf Chef
Wenn ich grad rede, drehst du dich weg
Zuhaus bringst du mir FrÃ¼hstÃ¼ck ans Bett
Tut mir leid, truth hurts

[Refrain]
Doch heute ist dein GlÃ¼ckstag, ich hab' ein WÃ¶rterbuch fÃ¼r dich
Ich bin nicht kompliziert, du verstehst mich nur nicht
Da ist ein groÃes Fragezeichen, direkt in dei'm Gesicht
Ich bin nicht kompliziert, du verstehst mich nur nicht

[Post-Refrain]
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da

[Bridge]
Wie soll ich's dir erklÃ¤r'n, wenn du nicht meine Sprache sprichst?
Wenn so viele meiner Worte wie Chinesisch fÃ¼r dich kling'n
Komm, ich verbinde dir die Augen, vielleicht verstehst du mich ja blind
Ach, das macht doch keinen Sinn, trotzdem nehm' ich dich so hin
Wenn du den nÃ¤chsten Monolog hÃ¤ltst, begeistert wie ein Kind (Oh, oh, oh)
Dann tu' ich intressiert und hÃ¶r' einfach nicht hin (Oh, oh, oh)

[Refrain]
Doch heute ist dein GlÃ¼ckstag, ich hab' ein WÃ¶rterbuch fÃ¼r dich
Ich bin nicht kompliziert, du verstehst mich nur nicht
Da ist ein groÃes Fragezeichen, direkt in dei'm Gesicht
Ich bin nicht kompliziert, du verstehst mich nur nicht

[Post-Refrain]
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da
Ba-ba-da, ba-ba-ba-da-ba
Ba-ba-da, ba-ba-ba-da"
Namika,Namika - Lieblingsmensch (Official Video),"[Songtext zu „Lieblingsmensch“]

[Strophe 1]
Manchmal fühl' ich mich hier falsch wie ein Segelschiff im All
Aber bist du mit mir an Bord, bin ich gerne durchgeknallt
Selbst der Stau auf der A2 ist mit dir blitzschnell vorbei
Und die Plörre von der Tanke schmeckt wie Kaffee auf Hawaii, yeah

[Pre-Refrain]
Auch wenn ich schweig', du weißt Bescheid
Ich brauch' gar nichts sagen, ein Blick reicht
Und wird uns der Alltag hier zu grau
Pack' ich dich ein, wir sind dann mal raus

[Refrain]
Hallo, Lieblingsmensch, ein Riesenkompliment
Dafür, dass du mich so gut kennst
Bei dir kann ich ich sein, verträumt und verrückt sein
Na-na-na, na-na-na
Danke, Lieblingsmensch
Schön, dass wir uns kenn'n
Hallo, Lieblingsmensch, ein Riesenkompliment
Dafür, dass du mich so gut kennst
Bei dir kann ich ich sein, verträumt und verrückt sein
Na-na-na, na-na-na
Danke, Lieblingsmensch
Schön, dass wir uns kenn'n

[Strophe 2]
Absolut niemand darf's erfahr'n, aber dir vertraue ich's an
Weil du's sicher aufbewahrst, meine Area 51
Manchmal dreh'n wir uns im Kreis, aus 'ner Kleinigkeit wird Streit
Aber mehr als fünf Minuten kann ich dir nicht böse sein, yeah

[Pre-Refrain]
Mach' ich dir was vor, fällt's dir sofort auf
Lass' ich mich häng'n, dann baust du mich auf
Manchmal wiegt der Alltag schwer wie Blei
Doch sind wir zu zweit, scheint alles so leicht

[Refrain]
Hallo, Lieblingsmensch, ein Riesenkompliment
Dafür, dass du mich so gut kennst
Bei dir kann ich ich sein, verträumt und verrückt sein
Na-na-na, na-na-na
Danke, Lieblingsmensch
Schön, dass wir uns kenn'n

[Bridge]
Zeiten ändern sich und wir uns gleich mit
Du und ich, so jung auf diesem alten Polaroid-Bild
Das letzte Mal, als wir uns sah'n, ist viel zu lang her
Doch jetzt lachen wir, als wenn du nie weggewesen wärst

[Refrain]
Hallo, Lieblingsmensch, ein Riesenkompliment
Dafür, dass du mich so gut kennst
Bei dir kann ich ich sein, verträumt und verrückt sein
Na-na-na, na-na-na
Danke, Lieblingsmensch
Schön, dass wir uns kenn'n
Hallo, Lieblingsmensch, ein Riesenkompliment
Dafür, dass du mich so gut kennst
Bei dir kann ich ich sein, verträumt und verrückt sein
Na-na-na, na-na-na
Danke, Lieblingsmensch
Schön, dass wir uns kenn'n"
Various artists (depends on the specific version),Naruto Soundtrack - Naruto Main Theme,Instrumental
Various artists (depends on the specific version),Naruto Theme - The Raising Fighting Spirit,Instrumental
NIVIRO,NIVIRO - The Ghost [NCS Official Video],"[Intro]
Are you afraid of the dark?
Are you scared?
He-he

[Verse]
I can see you from behind
You can hear me in your mind
Run so fast as you can go
Time will catch you before you know

[Build]
Are you afraid of the dark?
Are you scared?
I am you

[Drop]
(He-he)

[Verse 2]
I'm coming closer (I'm coming closer)
La, la-la, la-la, la-la, la-la, la-la, la-la
I will catch you (I will catch you)
The time, it goes
Tick-tock, tick-tock, tick, tock

[Build]
Are you afraid of the dark?
Are you scared?
I am you

[Drop]"
"(Mashup of two songs: ""P.Y.T. (Pretty Young Thing)"" by Michael Jackson and ""See You Again"" by Wiz Khalifa)",P Hub Intro x See You Again Remix (Perfect Transition),"[Chorus: Charlie Puth]
It's been a long day
Without you, my friend
And I'll tell you all about it when I see you again
We've come a long way
From where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Verse 1: Wiz Khalifa]
Damn, who knew?
All the planes we flew, good things we been through
That I'd be standin' right here talkin' to you
'Bout another path, I know we loved to hit the road and laugh
But somethin' told me that it wouldn't last
Had to switch up, look at things different, see the bigger picture
Those were the days, hard work forever pays
Now I see you in a better place
Uh

[Refrain: Wiz Khalifa]
How can we not talk about family when family's all that we got?
Everything I went through, you were standin' there by my side
And now you gon' be with me for the last ride

[Chorus: Charlie Puth & Wiz Khalifa]
It's been a long day
Without you, my friend
And I'll tell you all about it when I see you again (I'll see you again)
We've come a long way (Yeah, we came a long way)
From where we began (You know where we started)
Oh, I'll tell you all about it when I see you again (Let me tell you)
When I see you again

[Post-Chorus: Charlie Puth & Wiz Khalifa]
Oh, oh
Ooh (Yeah)

[Verse 2: Wiz Khalifa]
First, you both go out your way and the vibe is feelin' strong
And what's small turned to a friendship, a friendship turned to a bond
And that bond'll never be broken, the love will never get lost
And when brotherhood come first, then the line'll never be crossed
Established it on our own when that line had to be drawn
And that line is what we reached, so remember me when I'm gone

[Refrain: Wiz Khalifa]
How can we not talk about family when family's all that we got?
Everything I went through, you were standin' there by my side
And now you gon' be with me for the last ride

[Bridge: Charlie Puth]
So let the light guide your way, yeah
Hold every memory as you go
And every road you take
Will always lead you home, home

[Chorus: Charlie Puth]
It's been a long day
Without you, my friend
And I'll tell you all about it when I see you again
We've come a long way
From where we began
Oh, I'll tell you all about it when I see you again
When I see you again

[Post-Chorus: Charlie Puth & Wiz Khalifa]
Oh (Uh), oh (Yeah-yeah; yeah)
Ooh (Yo, yo, uh)
When I see you again (See you again, yeah, yeah)
Oh (Yeah), oh (Yeah, yeah; oh-oh)
Ooh (Uh-huh, yup)
When I see you again"
